id	filename	md5	size	state
d8d3bad1-65ee-4ad2-bdcc-ae189de38075	TCGA-JY-A6FA-01Z-00-DX1.F23F28C7-5514-4696-8CA3-30CF367DFEB1.svs	cb831abb6da8d3e635da962caa077f8a	1861755156	released
5fa5ee73-4199-4525-b6f9-7dd594827f3e	TCGA-HZ-8317-01Z-00-DX1.BD28612C-D35D-4664-8B88-A85EF99013AB.svs	97d5d27055b9b2bec98494c8205f978f	1289801606	released
5754bd99-b260-468c-9a8c-636ebfb4b6c5	TCGA-FJ-A3Z9-01Z-00-DX1.012EC33E-2BEF-4EDB-81D5-6EAC32D90C87.svs	10a0525ffccc3080745c5c0f2ebc5499	1894641370	released
96fa2e4e-0e3e-4ebe-8e86-90d1df3a0375	TCGA-LL-A7SZ-01Z-00-DX1.4DAF6421-6A1D-41C8-BFD6-859FE10CB8CC.svs	3b51c38fdc65862c71755900fb2fa10a	1709020943	released
8ba1719f-d1a2-490f-9020-410900842268	TCGA-AA-A00U-01Z-00-DX1.E83A6B38-D472-482F-89D7-FF61FB589371.svs	6eb050c1b19b742c55a17b613a6f4309	546259320	released
5a02e716-d3bd-4b35-b612-584b01cd69ad	TCGA-IR-A3LA-01Z-00-DX1.D468114A-B28D-4F61-9582-2D0FC9BDA922.svs	1447a86067ba529fea167681dec94728	2040849797	released
83af5800-0d1f-432a-8025-5907234ae6a6	TCGA-VS-A9V5-01Z-00-DX1.F6E5CA78-4A76-44CD-A003-B055237E50E8.svs	3524fc5e1a15eacf6bc3a44e99b51a07	145545231	released
e50ed4d7-cd6a-48bb-b21a-80e8d5448aea	TCGA-LT-A5Z6-01Z-00-DX1.F547947F-DDB8-4DFF-B08E-FB494F7F044B.svs	6dd36477a2d3ecec5eda040618f51eba	1213218429	released
2e7c3429-57b6-427a-8ac1-e79498c03fa7	TCGA-N6-A4VC-01Z-00-DX1.18468117-C130-4E03-84DA-774F4BEB7DFC.svs	6f2a636f6b9bd314048c071bc4393a0a	1828218289	released
5b878205-dc27-4df3-88a6-5d8905b1c721	TCGA-P3-A6T3-01Z-00-DX1.EC756904-A270-44E1-8935-9B9F6C25AAB6.svs	32a310fc56f27804e293e01c4b95ec20	4055428248	released
82111535-38c7-4c89-9d17-8a630bc02c52	TCGA-P3-A6T2-01Z-00-DX1.693C40C7-0980-4426-B2D2-514AC727A302.svs	835a8e981472cc57dbafac8b6d1d8bd1	2385837022	released
f1b7644c-a299-4a7a-874a-a3f1dcf1fb63	TCGA-F2-A44H-01Z-00-DX1.98C75E19-10DE-434A-AF1B-CDD182F6EDD5.svs	6debc67b135d9ff5d2d66cacbca65726	856087730	released
1afa5b0a-2ba9-4099-96f7-f189375d0d38	TCGA-L1-A7W4-01Z-00-DX2.DC282E94-D7E9-420F-BFE3-A4256DB75DC1.svs	2507fb83370537aae6bed35ab73aea4b	1580618843	released
34f6643b-f11c-4641-837c-1d131a31fbf5	TCGA-73-7498-01Z-00-DX1.5313bba9-7f6a-49b4-8d6e-a0f46a04f189.svs	54e0174f0c65c2da678b3875ce7ec633	587795413	released
2147a68a-e4d4-420e-ba24-697e90253047	TCGA-86-8671-01Z-00-DX1.1fd0019c-df9d-48cc-9055-8de57759f273.svs	2b4112ffd968560c78489029ed91eb72	97667627	released
27232fd9-9da4-4195-b904-f23dc44161aa	TCGA-KF-A41W-01Z-00-DX1.816D2D8E-3AD3-4B62-9306-BE6A150D96C9.svs	9420e436651bb5cde548b5752d42756e	603020651	released
015115e4-049b-4b2e-b3d8-5fb83abf0dbe	TCGA-QS-A5YQ-01Z-00-DX1.DDF17CB8-4995-4A4D-AFA7-E84BEEA84E3F.svs	d3c336992e939add07b7ddb8484a454e	1667458873	released
8b0ca278-57aa-4896-9bb8-6569b7aad8f9	TCGA-NG-A4VW-01Z-00-DX1.93289E3C-F0AE-4192-A8C7-6AFDCE9E8ADB.svs	cf81dba25497465600fcb1f1c5a21e13	2608134009	released
6c0e879b-61be-478c-8c23-722cffcc1f4f	TCGA-TM-A84M-01Z-00-DX1.40AFB31C-EC85-4BC2-9C63-8DF2022164DF.svs	3916dca35db81ce47bbf1ed89a9b84a7	991189245	released
dddca3f1-2d48-47e2-b587-46bbe8109cf4	TCGA-44-A47F-01Z-00-DX1.C1EC3F2D-33C8-483B-9DDA-2F01B5FED618.svs	a63f6499a8b32ca869b5e8191d3afd4b	215693095	released
